stn    time           tre200dx  tre200dn  tre200d0
SIO    20180301            2.8      -3.2      -0.9
SIO    20180302            3.0      -3.0       0.2
SIO    20180303            4.9      -2.5       1.7
SIO    20180304           14.4      -1.6       6.0
SIO    20180305           14.2       0.1       5.6
SIO    20180306           10.1       1.2       5.4
SIO    20180307           11.7       1.4       5.8
SIO    20180308           13.3      -1.1       5.5
SIO    20180309           16.2       0.5       8.3
SIO    20180310           11.6       3.7       8.1
SIO    20180311           13.9       2.9       7.5
SIO    20180312           14.1       3.3       7.5
SIO    20180313           10.1       3.1       6.8
SIO    20180314           15.9       0.6       7.2
SIO    20180315           15.1       3.7       8.1
SIO    20180316           16.1       2.4       8.4
SIO    20180317            6.9       4.0       5.4
SIO    20180318            9.6       4.0       6.0
SIO    20180319            9.4       3.3       5.6
SIO    20180320            6.6      -0.9       3.3
SIO    20180321            7.9      -3.4       1.7
SIO    20180322            9.5      -3.4       3.0
SIO    20180323           13.4       1.7       6.7
SIO    20180324           15.7       0.2       7.2
SIO    20180325           16.4       1.3       8.6
SIO    20180326           15.5       4.3       9.7
SIO    20180327           12.4       4.2       7.4
SIO    20180328           13.0       5.0       9.1
SIO    20180329           13.3       2.9       8.6
SIO    20180330           17.6       2.4       7.5
SIO    20180331           10.4       3.5       6.4
SIO    20180401           12.8       1.6       7.1
SIO    20180402           17.0       0.6       9.9
SIO    20180403           17.5       5.9      11.8
SIO    20180404           19.1       5.8      10.4
SIO    20180405           15.8       5.3       9.6
SIO    20180406           22.4       3.2      11.4
SIO    20180407           23.8       6.2      14.5
SIO    20180408           21.8       8.4      15.2
SIO    20180409           19.1       9.4      14.6
SIO    20180410           14.7       4.0       9.0
SIO    20180411           17.6       3.4      11.4
SIO    20180412           17.9       7.1      12.9
SIO    20180413           19.3       5.0      11.6
SIO    20180414           20.3       6.7      13.5
SIO    20180415           21.2       7.8      14.0
SIO    20180416           18.5       9.6      14.3
SIO    20180417           24.2       7.9      15.7
SIO    20180418           26.0       7.7      16.6
SIO    20180419           27.7       9.0      17.8
SIO    20180420           28.9       8.1      18.3
SIO    20180421           28.7       9.3      18.4
SIO    20180422           28.2       9.0      18.4
SIO    20180423           24.9       9.9      17.1
SIO    20180424           25.7       9.3      17.0
SIO    20180425           27.0       8.3      18.5
SIO    20180426           21.8       9.4      16.3
SIO    20180427           25.8       7.8      16.7
SIO    20180428           26.5       9.7      18.1
SIO    20180429           25.2       9.5      15.8
SIO    20180430           19.1       8.1      13.4
SIO    20180501           14.0       8.5      10.8
SIO    20180502           17.4       7.0      11.8
SIO    20180503           17.5      10.0      13.2
SIO    20180504           24.0      10.9      16.9
SIO    20180505           26.4      12.7      19.5
SIO    20180506           27.6      11.4      20.0
SIO    20180507           26.0      10.9      16.6
SIO    20180508           25.9       9.7      17.7
SIO    20180509           23.9      10.7      15.8
SIO    20180510           16.0      10.4      13.5
SIO    20180511           23.2      11.6      17.6
SIO    20180512           27.0      11.8      19.3
SIO    20180513           16.9       9.1      13.7
SIO    20180514           18.4       8.1      12.2
SIO    20180515           18.4       9.5      12.8
SIO    20180516           16.5      10.3      13.0
SIO    20180517           22.2       9.6      15.7
SIO    20180518           24.4       8.8      16.5
SIO    20180519           24.0      10.6      16.2
SIO    20180520           20.2       8.6      14.9
SIO    20180521           25.1       9.9      17.2
SIO    20180522           27.0       9.7      18.3
SIO    20180523           22.4      14.7      17.6
SIO    20180524           27.6      13.8      19.7
SIO    20180525           29.3      12.3      20.7
SIO    20180526           27.2      14.8      19.9
SIO    20180527           29.6      13.2      20.1
SIO    20180528           28.1      15.5      20.9
SIO    20180529           25.5      15.7      20.0
SIO    20180530           25.3      13.9      18.7
SIO    20180531           26.0      13.1      19.0
SIO    20180601           26.1      14.0      20.1
SIO    20180602           28.5      13.0      21.4
SIO    20180603           29.2      15.8      22.0
SIO    20180604           27.7      16.2      21.1
SIO    20180605           27.6      15.7      21.5
SIO    20180606           25.5      16.8      20.7
SIO    20180607           25.7      16.8      20.4
SIO    20180608           27.3      15.7      20.4
SIO    20180609           27.1      15.2      21.4
SIO    20180610           30.4      16.1      23.5
SIO    20180611           25.0      17.6      20.4
SIO    20180612           22.8      14.6      18.0
SIO    20180613           20.1      12.0      16.2
SIO    20180614           24.3      11.6      18.1
SIO    20180615           25.6      12.4      19.3
SIO    20180616           28.1      13.3      21.1
SIO    20180617           28.4      14.8      21.5
SIO    20180618           27.9      16.2      21.8
SIO    20180619           29.7      14.4      22.4
SIO    20180620           31.8      16.3      24.4
SIO    20180621           33.1      17.1      25.3
SIO    20180622           27.4      14.4      21.3
SIO    20180623           26.6      10.6      19.1
SIO    20180624           24.5      13.1      18.3
SIO    20180625           28.9      12.0      20.4
SIO    20180626           29.8      13.3      21.5
SIO    20180627           30.4      13.6      22.1
SIO    20180628           29.9      13.5      21.9
SIO    20180629           29.2      15.6      22.5
SIO    20180630           33.0      16.2      24.8
SIO    20180701           34.4      17.3      26.6
SIO    20180702           34.1      18.5      26.6
SIO    20180703           31.0      17.1      22.9
SIO    20180704           32.3      17.1      24.3
SIO    20180705           25.4      17.2      20.4
SIO    20180706           22.8      14.8      18.9
SIO    20180707           30.5      13.0      21.9
SIO    20180708           31.5      14.7      23.5
SIO    20180709           31.8      16.5      24.4
SIO    20180710           30.9      16.8      23.5
SIO    20180711           28.3      16.2      22.1
SIO    20180712           29.4      13.3      21.5
SIO    20180713           31.9      13.5      23.0
SIO    20180714           31.4      16.2      22.0
SIO    20180715           30.5      14.9      21.7
SIO    20180716           30.8      14.3      22.1
SIO    20180717           30.1      16.4      23.0
SIO    20180718           31.6      15.5      24.3
SIO    20180719           33.0      19.1      25.9
SIO    20180720           33.3      16.5      23.0
SIO    20180721           23.7      16.2      18.9
SIO    20180722           28.3      15.1      21.3
SIO    20180723           30.8      15.7      23.0
SIO    20180724           32.3      17.0      24.1
SIO    20180725           32.6      18.0      24.5
SIO    20180726           34.8      17.7      26.0
SIO    20180727           35.0      17.1      25.9
SIO    20180728           24.2      17.2      20.6
SIO    20180729           31.0      16.1      23.7
SIO    20180730           34.9      17.1      26.0
SIO    20180731           35.9      19.0      27.2
SIO    20180801           35.5      18.3      24.4
SIO    20180802           32.3      16.1      24.2
SIO    20180803           34.4      19.2      26.5
SIO    20180804           35.6      19.6      27.1
SIO    20180805           36.2      20.0      27.7
SIO    20180806           35.4      18.3      24.1
SIO    20180807           32.8      17.4      23.8
SIO    20180808           31.2      18.8      23.7
SIO    20180809           27.4      17.7      20.9
SIO    20180810           26.7      15.8      20.8
SIO    20180811           27.2      13.2      20.4
SIO    20180812           30.7      13.9      22.2
SIO    20180813           25.7      16.3      20.1
SIO    20180814           25.5      16.1      20.5
SIO    20180815           28.8      14.0      21.4
SIO    20180816           30.4      15.0      22.6
SIO    20180817           27.2      16.2      20.8
SIO    20180818           28.4      15.2      21.8
SIO    20180819           31.1      16.2      23.5
SIO    20180820           31.8      16.8      24.2
SIO    20180821           31.8      16.6      22.3
SIO    20180822           31.0      15.9      22.6
SIO    20180823           31.4      15.1      22.3
SIO    20180824           26.7      16.7      20.8
SIO    20180825           19.2      12.9      16.5
SIO    20180826           22.2       8.3      15.5
SIO    20180827           27.4      10.0      18.9
SIO    20180828           29.7      12.9      20.9
SIO    20180829           27.8      15.1      19.9
SIO    20180830           23.5      15.4      19.3
SIO    20180831           19.8      14.9      17.6
